ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default.payment.next.month,total_billed_amount,total_payment_amount,avg_transaction_amount,max_billed_amount,max_payment_amount,spending_volatility,income_consistency,bill_change_1_2,bill_change_2_3,bill_change_3_4,bill_change_4_5,rolling_balance_volatility,net_flow_balance,debt_stress_index,repayment_ratio,payment_consistency_ratio,spend_to_income_volatility_ratio,max_to_mean_bill_ratio,missed_payment_count,credit_utilization_trend,DAYS_BIRTH,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_EMPLOYED,CNT_FAM_MEMBERS,OWN_CAR_AGE,APPS_EXT_SOURCE_MEAN,APPS_EXT_SOURCE_STD,APPS_ANNUITY_CREDIT_RATIO,APPS_GOODS_CREDIT_RATIO,APPS_ANNUITY_INCOME_RATIO,APPS_CREDIT_INCOME_RATIO,APPS_GOODS_INCOME_RATIO,APPS_CNT_FAM_INCOME_RATIO,APPS_EMPLOYED_BIRTH_RATIO,APPS_INCOME_EMPLOYED_RATIO,APPS_INCOME_BIRTH_RATIO,APPS_CAR_BIRTH_RATIO,APPS_CAR_EMPLOYED_RATIO
12402,340000.0,2,1,1,40,-1,-1,-1,-1,-1,-1,0,160643.0,162894.0,26773.83333333333,93661.0,93661.0,36038.22933173419,35755.53645521208,92061.0,-52128.0,-25822.0,-14373.0,54978.04189401438,-2251.0,0.9861751434973448,1.0140061253454844,0.2195005153946534,1.0078780806098195,3.498098338613997,0,-7908.314285714287,-14600,1073952.7014132703,210417.61378349058,3714.9005357216756,209317.97638501643,0.5531805890063873,0.77141566425347,0.46894519759837844,-7193.857561160991,2,15.0,0.5978471502860786,0.15610388230935038,0.017654893375723416,0.994774024005397,0.0034590913834781035,0.19592819451600715,0.1949042784748006,536976.3507066352,0.49272996994253365,-149.28745701213867,-73.55840420638837,-0.0010273972602739725,-0.0020851121769471345
2136,250000.0,1,2,2,27,0,0,0,0,0,0,0,142045.0,18065.0,23674.166666666668,34799.0,10000.0,6307.355053163463,3458.179718676672,-8968.0,-1383.0,-3956.0,-1680.0,3294.00025804492,123980.0,7.86255950404074,0.1271771116398913,0.1914192249904058,1.823367262217985,1.4698523769632033,0,-3162.6571428571438,-9855,624978.9226317359,107484.44761671088,2385.80304448469,103367.29768097789,0.7712925025621116,0.3120449855236177,0.2848852109434629,-4590.52429738671,3,,0.45607423300973077,0.2733245898808032,0.022196727967495857,0.9616953891746765,0.0038174136088274233,0.17198091603490007,0.16539325397680057,208326.30754391197,0.4658066258129589,-136.1454339730918,-63.41744521884687,,
8504,280000.0,2,1,2,28,-1,-1,-1,0,0,-1,0,67160.0,53100.0,11193.333333333334,23572.0,14603.0,7945.54002360234,4305.316109184087,-1849.0,8173.0,3474.0,10096.0,7758.647723669376,14060.0,1.2647596090469106,0.7906374235047126,0.0810778725294078,1.8450898220539071,2.105708245243129,0,3523.6571428571438,-10220,1640697.053225886,148697.96236446925,3449.613150339351,150125.08684433464,0.6588848928224951,0.5469383923260833,0.4919841757998899,-6506.647186924275,4,5.0,0.5659358203161561,0.08505668132688597,0.02319879234043641,1.009597471661161,0.002102529009579698,0.09063096814375578,0.09150079629213906,410174.2633064715,0.6366582374681287,-252.1570643207799,-160.53787213560528,-0.0004892367906066536,-0.0007684449235311197
23399,180000.0,2,2,1,32,-1,2,-1,-1,-1,-1,0,12078.0,8597.0,2013.0,3305.0,2705.0,794.4084591694628,857.65643859687,-1656.0,-176.0,0.0,1232.0,1133.3264313515326,3481.0,1.404745289602233,0.7117311035681761,0.0997506906951465,0.9251761513226467,1.641012909632572,1,-171.19999999999996,-11680,621735.0524288015,97087.4865356351,3347.0064444192026,91762.02971101011,0.33784287436313054,0.49614723191696347,0.4711314133205,-4820.653407234359,4,,0.4350405065335314,0.08509983883452536,0.03447412806583178,0.9451478556644854,0.005383332387878336,0.15615572285391313,0.1475902466051137,155433.7631072004,0.4127271752769143,-128.97319095701076,-53.23074079013712,,
2400,260000.0,1,2,2,28,0,0,2,0,0,0,0,921204.0,183000.0,153534.0,184419.0,107000.0,26651.274438570475,43711.554536529584,34605.0,-21383.0,-3688.0,850.0,33056.84843568727,738204.0,5.033874131835345,0.1986528514282922,0.2388596485075468,0.6096938218584003,1.2011528316019149,1,-8670.742857142855,-10220,900274.9054352571,79071.52840842097,4553.824043931694,71816.12088562254,0.28513853791379834,0.46152709766315825,0.7297451671735802,-5465.394218244261,2,5.0,0.4921369342501789,0.22387828225924317,0.05759119793929164,0.9082424778066419,0.0050582594454635504,0.08783042594105425,0.07977132368351587,450137.45271762856,0.5347743853467966,-164.7227756105885,-88.08952107977076,-0.0004892367906066536,-0.0009148470906836494
28519,50000.0,2,3,1,30,0,0,0,0,0,0,0,291388.0,10865.0,48564.66666666666,50338.0,2200.0,1258.1907115642948,219.27372543619236,707.0,1082.0,-1490.0,-2139.0,1522.8403396285507,280523.0,26.81649180931345,0.0372869257247185,0.0201798017150922,5.711941853585985,1.036493544822474,0,-383.88571428571424,-10950,121826.81705778251,16456.549725733843,376.6317655116026,16350.619246315739,0.507155923755519,0.35292478413504125,0.4701914880513867,-4493.152429343222,2,15.0,0.4434240653139823,0.08052442050185776,0.022886435600935638,0.9935630201236864,0.0030915341515732617,0.13508150441071193,0.134211987485158,60913.408528891254,0.4103335551911618,-27.113884733171695,-11.125736717605708,-0.0013698630136986301,-0.0033384133380475133
26640,90000.0,1,1,2,26,1,-2,-1,-1,0,0,0,94141.0,37385.0,15690.166666666666,33982.0,33982.0,17115.605281925225,13601.463368574232,0.0,403.0,33579.0,-3244.0,15594.74848466624,56756.0,2.51808163483657,0.3971128720443585,0.3638116773277224,1.25827247742989,2.1656770794608438,1,7739.514285714286,-9490,224601.42407800868,47939.664862282996,1109.373837788482,44698.466418233635,0.6761281834818977,0.3109867642731116,0.23550803810373952,-4106.18778474334,2,10.0,0.40754099528624965,0.2356450037093321,0.02314104282905183,0.932390047920435,0.004939300106143466,0.2134432809545881,0.19901239095754325,112300.71203900434,0.43268575181700103,-54.69828362758319,-23.667167974500387,-0.001053740779768177,-0.0024353489231922834
11809,50000.0,2,3,1,55,0,0,0,0,2,0,0,94577.0,4257.0,15762.833333333334,46300.0,1222.0,14974.52852568877,541.3493326863902,-35451.0,-1992.0,801.0,-299.0,15743.703414381254,90320.0,22.21160169093471,0.0450104675505931,0.1271369968732715,27.610485757429128,2.937102862036518,1,-5354.257142857143,-20075,258666.31684007935,22932.873279084604,620.5144114309425,21786.622753248383,0.42842126181414425,0.6128149505421943,0.6527729602181591,-11547.555904979372,1,,0.5646697241914992,0.11967411273730529,0.02705785724621207,0.9500171429943917,0.0023988991648053503,0.08865813515743864,0.0842267482654805,258666.31684007935,0.5752207175581256,-22.400092189944797,-12.884997102868212,,
11608,240000.0,1,2,2,46,-2,-2,-2,-2,-2,-2,0,23181.0,23310.0,3863.5,5736.0,7266.0,975.1661909643916,2355.5556457023044,813.0,1928.0,-2408.0,573.0,1636.165120029149,-129.0,0.9944232336665094,1.00552152532137,0.1010491032432029,0.4138099572326334,1.4842799844740588,0,-1.114285714285699,-16790,1031144.5341970329,139082.54884974548,2584.9986775892403,126074.20518015401,0.5578796933349435,0.7818358972077892,0.7419359492565458,-11409.711295196128,2,20.0,0.6938838465997595,0.1194606577103427,0.01858607495309769,0.9064703388227036,0.002506921766891017,0.13488172049328764,0.12226627887653965,515572.26709851646,0.6795539782725508,-90.37428796565426,-61.414206920609466,-0.0011911852293031567,-0.001752892731687319
10012,50000.0,1,2,2,29,-2,-2,-2,-2,-2,-2,0,134939.0,17000.0,22489.83333333333,28903.0,6000.0,5511.753166340694,2562.5508125043425,3740.0,-607.0,5660.0,4591.0,2966.466163636457,117939.0,7.937121345803188,0.1259819178894323,0.150729416652217,2.150046388570017,1.285101337581978,2,2813.3428571428576,-10585,144491.97647662085,23681.592538622604,905.2405403440241,24789.808689318146,0.23689691935041599,0.6829562725821443,0.4947593303482324,-5083.500217731737,1,5.0,0.47153750742693096,0.22393453607297414,0.03822549260011361,1.0467965213440835,0.006264988288055526,0.16389555403759282,0.17156529583031344,144491.97647662085,0.48025509851032,-28.42371796751753,-13.650635472519683,-0.0004723665564478035,-0.000983574266911511
12983,180000.0,2,1,2,28,1,2,2,0,0,0,0,42891.0,18036.0,7148.5,12398.0,5000.0,3160.8048816717555,2271.7733161563456,1795.0,-848.0,3921.0,-860.0,2573.0317331894685,24855.0,2.377945334590009,0.4204979949640958,0.125950729952672,1.3907259730667842,1.7341072802293866,0,1533.5714285714282,-10220,545673.7238881727,111805.51460149516,1934.6894034828051,101469.63917282618,0.33630103793656685,0.7909696644017512,0.7358071148276506,-6409.6733058903155,1,,0.6210259390553229,0.2481167642596784,0.01730406063044884,0.9075548691358488,0.0035455058926005564,0.20489444462311687,0.18595295087659527,545673.7238881727,0.6271695994021835,-85.13284497459696,-53.39273227868617,,
26534,450000.0,2,3,1,56,1,-1,-1,-1,-1,-1,1,1886.0,3108.0,314.3333333333333,831.0,1204.0,371.428952380757,476.3397946844248,835.0,-834.0,649.0,-648.0,770.4980856562851,-1222.0,0.6066259247346414,1.6470588235294117,0.153213185810365,0.778122747185395,2.6353065539112053,2,7.428571428571417,-20440,1059989.642878771,390069.1028500634,15976.212864182526,428198.31980714644,0.6098804114223204,0.7577648376542161,0.3700125032087509,-9634.958372697842,1,10.0,0.5792192507617625,0.19568609632972495,0.04095739126080831,1.0977499029748565,0.015072046195464284,0.36799331528437856,0.40396462614882234,1059989.642878771,0.47137761118873983,-110.01496860457821,-51.85859309583029,-0.0004892367906066536,-0.0010378872033673296
6468,200000.0,1,1,2,27,1,-1,-1,-1,-1,-1,0,32937.0,38080.0,5489.5,10330.0,10381.0,3404.2181334338725,2185.754027027439,7239.0,-1843.0,-879.0,5849.0,5167.565384201733,-5143.0,0.8649195136682335,1.156111482178639,0.0573974955234221,1.5567448791034773,1.8814315636098715,0,1047.9142857142854,-9855,794980.540254676,98517.35784016947,6309.642764295276,106838.69795226067,0.4052083781204405,0.5400091045935423,0.2184189937422506,-6761.616249989435,1,10.0,0.38787882548541114,0.16149391596971763,0.06404600065027913,1.0844657255789523,0.007936851840768266,0.1239242382066471,0.13439158890359046,794980.540254676,0.6861102232358636,-117.57256118400954,-80.66773620037301,-0.0010147133434804667,-0.0014789363415907586
15936,30000.0,2,2,1,25,2,2,2,2,2,2,1,176804.0,7480.0,29467.33333333333,31262.0,3600.0,1416.2622167757872,1590.0524100376902,-1583.0,2840.0,-780.0,2019.0,1977.569897626883,169324.0,23.6337388049726,0.0423064958570176,0.2125454364440168,0.8901417752431158,1.0608675979865392,3,550.3428571428572,-9125,170251.1100167282,17471.111202445052,488.3893401229963,19090.644014854624,0.764420398100891,0.3168479612668941,0.5078202351607686,-3806.42406547481,1,,0.5296961981761845,0.22458670902742536,0.027954108611857903,1.0926977565218017,0.0028686411505628897,0.10261966104496123,0.11213227339885687,170251.1100167282,0.4171423633397052,-44.72731022298516,-18.657655892244186,,
25448,240000.0,2,1,2,27,0,0,-2,-2,-2,-2,0,118175.0,0.0,19695.83333333333,118175.0,0.0,48244.741725567015,0.0,-118175.0,0.0,0.0,0.0,52849.466648207526,118175.0,118175.0,0.0,0.0,48244.741725567015,5.999695382506495,6,-16882.14285714286,-9855,878782.5915938356,187060.54175132577,7113.953411189332,179489.0238659075,0.4065152245511062,0.22343694785319373,0.4486382678504457,-6171.565713526909,2,,0.3595301467515819,0.11972721822541725,0.03803021922520928,0.959523703852608,0.008095237069144548,0.2128632764698453,0.20424735945254763,439391.2957969178,0.6262370079682302,-142.39216308881063,-89.17124217086105,,
8662,180000.0,2,2,2,32,-1,-1,-2,-2,-2,-2,0,17951.0,18168.0,2991.833333333333,15868.0,15868.0,6312.432666307552,6293.377026684481,223.0,-69.0,549.0,-370.0,6858.787079360315,-217.0,0.988001541086466,1.0120320855614973,0.346379934321343,1.0028685348123452,5.301999220359748,0,2272.828571428572,-11680,558711.5951599834,77488.67014451898,4966.352269855364,80344.37033266926,0.5818668811437471,0.7935657432712833,0.30282797740939654,-8107.449599460945,4,5.0,0.5594202006081422,0.24613772325890967,0.06409133439240794,1.0368531319846412,0.00888893717774603,0.13869171647015954,0.14380294060241078,139677.89878999584,0.6941309588579576,-68.91336027511431,-47.83489684588899,-0.0004280821917808219,-0.000616716753975559
21390,430000.0,1,1,1,69,0,-1,-1,-1,-1,0,0,90071.0,62579.0,15011.833333333334,44275.0,50000.0,18659.389865873607,19517.45301433224,-1696.0,4629.0,-5737.0,43421.0,21833.555237294728,27492.0,1.4392937040588047,0.6947664090949462,0.3118800417758428,0.955987129316661,2.949143510552083,1,7616.199999999998,-25185,1816176.255328333,250795.95831125844,4397.823037678131,229468.4877584461,0.6581397534952684,0.7900967904104819,0.3769111285311152,-12482.4658267557,2,,0.6083825574789552,0.21103893411460112,0.017535462163309947,0.9149608682036926,0.0024214737004603563,0.1380900986759784,0.12634703657490676,908088.1276641665,0.49563096393709355,-145.4981956718381,-72.11341097194095,,
